name,time,BatV,Door_status,EXTI_Trigger,Hum_SHT31,TempC_SHT31,alt1,alt2,bw,chan1,f_cnt,freq1,gw1,gw2,lat1,lat2,lon1,lon2,rssi1,rssi2,rx_time1,sf,snr1,snr2
s31lb,1747463411015836499,3.6,OPEN,FALSE,77.9,13.4,0,0,125000,4,2922,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-100,2025-05-17T06:30:10.722Z,7,-2.2,9.8
s31lb,1747464610808409764,3.606,OPEN,FALSE,77.7,13.8,0,0,125000,4,2923,0,eui-00007076ff031372,unknown,0,0,0,0,-99,0,2025-05-17T06:50:10.514Z,7,9.8,0
s31lb,1747465810594106037,3.606,OPEN,FALSE,75.2,14.2,0,0,125000,2,2924,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-97,2025-05-17T07:10:10.306Z,7,-0.5,7.2
s31lb,1747467010397507986,3.606,OPEN,FALSE,72,14.8,0,0,125000,3,2925,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-17T07:30:10.098Z,7,10.2,-6.8
s31lb,1747468210180489721,3.606,OPEN,FALSE,69.9,15.2,0,0,125000,0,2926,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-99,2025-05-17T07:50:09.889Z,7,-1,8.8
s31lb,1747469409980312648,3.606,OPEN,FALSE,65.5,15.8,0,0,125000,1,2927,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-115,2025-05-17T08:10:09.679Z,7,9,1
s31lb,1747470609750382205,3.606,OPEN,FALSE,61.9,16.3,0,0,125000,6,2928,0,eui-7076ff0056070bb4,eui-00007076ff031358,0,0,0,0,-112,-119,2025-05-17T08:30:09.471Z,7,-1.2,-7.8
s31lb,1747471809556342158,3.606,OPEN,FALSE,59.1,16.8,0,0,125000,7,2929,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-100,-119,2025-05-17T08:50:09.262Z,7,7,-7.8
s31lb,1747473009355066634,3.606,OPEN,FALSE,53.8,17.5,0,0,125000,3,2930,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-100,2025-05-17T09:10:09.051Z,7,-0.8,9.5
s31lb,1747474209137198013,3.606,OPEN,FALSE,52.2,18,0,0,125000,5,2931,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-97,2025-05-17T09:30:08.841Z,7,-2.8,9.5
s31lb,1747475408919659760,3.606,OPEN,FALSE,51.5,17.7,0,0,125000,1,2932,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-17T09:50:08.630Z,7,8.5,-0.5
s31lb,1747476608727787491,3.606,OPEN,FALSE,49.3,18.5,0,0,125000,3,2933,0,eui-00007076ff031372,unknown,0,0,0,0,-97,0,2025-05-17T10:10:08.420Z,7,8.8,0
s31lb,1747477808537432424,3.606,OPEN,FALSE,49.6,18.2,0,0,125000,7,2934,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-96,2025-05-17T10:30:08.210Z,7,-6,7.5
s31lb,1747479008295055567,3.606,OPEN,FALSE,49.8,18.3,0,0,125000,1,2935,0,eui-00007076ff031358,eui-00007076ff031372,0,0,0,0,-120,-99,2025-05-17T10:50:07.999Z,7,-7.2,8.8
s31lb,1747480208076568872,3.606,OPEN,FALSE,45.8,19.5,0,0,125000,5,2936,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-100,2025-05-17T11:10:07.789Z,7,-5.2,9.5
s31lb,1747481407872160999,3.606,OPEN,FALSE,55.7,17.9,0,0,125000,7,2937,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-98,2025-05-17T11:30:07.579Z,7,-2.8,7.5
s31lb,1747482607655942949,3.612,OPEN,FALSE,58.7,17.6,0,0,125000,4,2938,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-17T11:50:07.369Z,7,9.5,-3
s31lb,1747483807464689780,3.606,OPEN,FALSE,55.1,17.9,0,0,125000,4,2939,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-17T12:10:07.158Z,7,2.2,9
s31lb,1747485007247590904,3.606,OPEN,FALSE,56.2,17.6,0,0,125000,2,2940,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-17T12:30:06.947Z,7,3.2,0
s31lb,1747486207020804785,3.606,OPEN,FALSE,52.8,18.1,0,0,125000,3,2941,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-116,-101,2025-05-17T12:50:06.736Z,7,-0.5,9
s31lb,1747487406825979979,3.606,OPEN,FALSE,55.2,19.3,0,0,125000,0,2942,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-17T13:10:06.525Z,7,8.2,1
s31lb,1747488606604243610,3.606,OPEN,FALSE,57.3,19.4,0,0,125000,1,2943,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-17T13:30:06.315Z,7,8.5,0
s31lb,1747489806401399833,3.606,OPEN,FALSE,54.7,19.6,0,0,125000,6,2944,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-17T13:50:06.105Z,7,10,0
s31lb,1747491006178679122,3.606,OPEN,FALSE,57.7,17.8,0,0,125000,6,2945,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-114,2025-05-17T14:10:05.894Z,7,10,0.2
s31lb,1747492205979206403,3.606,OPEN,FALSE,55,19,0,0,125000,4,2946,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-17T14:30:05.682Z,7,10.2,0
s31lb,1747493405757021691,3.606,OPEN,FALSE,57,18.1,0,0,125000,4,2947,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-17T14:50:05.471Z,7,9.5,-4.5
s31lb,1747494605554947854,3.606,OPEN,FALSE,56.8,17.6,0,0,125000,1,2948,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-115,-95,2025-05-17T15:10:05.260Z,7,1.2,9
s31lb,1747495805364046268,3.606,OPEN,FALSE,53.2,17,0,0,125000,2,2949,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-117,2025-05-17T15:30:05.051Z,7,7.5,-5.5
s31lb,1747497005146639330,3.606,OPEN,FALSE,53.6,17,0,0,125000,0,2950,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-17T15:50:04.841Z,7,9.2,0
s31lb,1747498204931874440,3.606,OPEN,FALSE,53,17.1,0,0,125000,0,2951,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-104,-120,2025-05-17T16:10:04.636Z,7,9.2,-5.5
s31lb,1747499404715227971,3.606,OPEN,FALSE,54,16.7,0,0,125000,5,2952,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-102,2025-05-17T16:30:04.420Z,7,-0.5,9.5
s31lb,1747500604505330664,3.606,OPEN,FALSE,54.7,16.3,0,0,125000,6,2953,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-17T16:50:04.211Z,7,10,0
s31lb,1747501804304604236,3.606,OPEN,FALSE,55.7,15.8,0,0,125000,4,2954,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-102,2025-05-17T17:10:04.002Z,7,2.2,9.8
s31lb,1747503004089120769,3.606,OPEN,FALSE,52.5,15.6,0,0,125000,4,2955,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-17T17:30:03.792Z,7,9.5,0
s31lb,1747504203877040243,3.606,OPEN,FALSE,51.3,15.2,0,0,125000,2,2956,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-99,2025-05-17T17:50:03.583Z,7,-1.2,7.5
s31lb,1747505403680801829,3.606,OPEN,FALSE,54.6,14.8,0,0,125000,2,2957,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-100,2025-05-17T18:10:03.374Z,7,-1,7.5
s31lb,1747506603459669545,3.606,OPEN,FALSE,59.7,14.2,0,0,125000,7,2958,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-101,2025-05-17T18:30:03.165Z,7,-6.2,6.8
s31lb,1747507803249842718,3.6,OPEN,FALSE,61.4,13.9,0,0,125000,0,2959,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-104,-118,2025-05-17T18:50:02.958Z,7,7.8,1.2
s31lb,1747509003093289119,3.606,OPEN,FALSE,63.7,13.4,0,0,125000,5,2960,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-118,2025-05-17T19:10:02.749Z,7,8.8,-0.5
s31lb,1747510202834071630,3.6,OPEN,FALSE,65,13,0,0,125000,6,2961,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-17T19:30:02.542Z,7,9,-0.5
s31lb,1747511402642904667,3.6,OPEN,FALSE,66.6,12.3,0,0,125000,3,2962,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-100,2025-05-17T19:50:02.335Z,7,-2,8.8
s31lb,1747512602421889602,3.606,OPEN,FALSE,69.3,12.1,0,0,125000,5,2963,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-17T20:10:02.128Z,7,8.5,-1.2
s31lb,1747513802224711188,3.6,OPEN,FALSE,70.4,11.9,0,0,125000,2,2964,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-116,-99,2025-05-17T20:30:01.922Z,7,-2,7.5
s31lb,1747515002011810257,3.6,OPEN,FALSE,73.5,11.2,0,0,125000,2,2965,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-17T20:50:01.716Z,7,7,-2
s31lb,1747516201795257692,3.6,OPEN,FALSE,74.9,11,0,0,125000,0,2966,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-102,-120,2025-05-17T21:10:01.510Z,7,9.8,-6
s31lb,1747517401594969184,3.6,OPEN,FALSE,75.8,10.9,0,0,125000,0,2967,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-104,2025-05-17T21:30:01.304Z,7,-3.2,9.8
s31lb,1747518601382700132,3.6,OPEN,FALSE,75.9,11.1,0,0,125000,5,2968,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-17T21:50:01.098Z,7,9.8,-2.2
s31lb,1747519801195515311,3.6,OPEN,FALSE,76.6,11.2,0,0,125000,6,2969,0,eui-00007076ff031372,unknown,0,0,0,0,-99,0,2025-05-17T22:10:00.892Z,7,9.8,0
s31lb,1747521000984427436,3.606,OPEN,FALSE,77.4,11.2,0,0,125000,4,2970,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-17T22:30:00.686Z,7,9,0
s31lb,1747522200786013964,3.6,OPEN,FALSE,77.8,11.3,0,0,125000,4,2971,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-17T22:50:00.480Z,7,-2,10
s31lb,1747523400562099964,3.6,OPEN,FALSE,80.6,10.8,0,0,125000,1,2972,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-101,-119,2025-05-17T23:10:00.274Z,7,9.8,-5.8
s31lb,1747524600384704736,3.6,OPEN,FALSE,79.2,10.5,0,0,125000,2,2973,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-17T23:30:00.069Z,7,7.5,0
s31lb,1747525800173926569,3.6,OPEN,FALSE,80.3,9.8,0,0,125000,7,2974,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-120,2025-05-17T23:49:59.863Z,7,7.2,-4.2
s31lb,1747526999969365255,3.6,OPEN,FALSE,82.2,9.4,0,0,125000,1,2975,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-18T00:09:59.659Z,7,-3.8,10.5
s31lb,1747528199877140794,3.6,OPEN,FALSE,83.3,9,0,0,125000,6,2976,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-18T00:29:59.455Z,7,9,0
s31lb,1747529399535234644,3.6,OPEN,FALSE,83.6,8.7,0,0,125000,7,2977,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-119,2025-05-18T00:49:59.252Z,7,7,-5.2
s31lb,1747530599340810341,3.6,OPEN,FALSE,84.7,8.4,0,0,125000,3,2978,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-18T01:09:59.049Z,7,9.8,-4
s31lb,1747531799138271995,3.6,OPEN,FALSE,86.3,8.2,0,0,125000,4,2979,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-120,2025-05-18T01:29:58.847Z,7,9.5,-2.2
s31lb,1747532998933287972,3.6,OPEN,FALSE,87.6,8.4,0,0,125000,1,2980,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-18T01:49:58.645Z,7,-4.2,9
s31lb,1747534198737451719,3.6,OPEN,FALSE,85.6,8.6,0,0,125000,3,2981,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-18T02:09:58.442Z,7,7.5,-3.8
s31lb,1747535398541416936,3.6,OPEN,FALSE,85.6,8.5,0,0,125000,7,2982,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-18T02:29:58.240Z,7,-6.2,7.2
s31lb,1747536598337608439,3.6,OPEN,FALSE,86.5,8.1,0,0,125000,0,2983,0,eui-7076ff0056070bb4,eui-00007076ff031358,0,0,0,0,-120,-120,2025-05-18T02:49:58.037Z,7,-4.5,-5.8
s31lb,1747537798135932170,3.6,OPEN,FALSE,87,7.6,0,0,125000,5,2984,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-101,2025-05-18T03:09:57.834Z,7,-2,9
s31lb,1747538997946034130,3.6,OPEN,FALSE,88,7.3,0,0,125000,7,2985,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-99,2025-05-18T03:29:57.632Z,7,-8,7.2
s31lb,1747540197722635132,3.6,OPEN,FALSE,88.4,7.1,0,0,125000,4,2986,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-98,2025-05-18T03:49:57.431Z,7,-4.2,8.5
s31lb,1747541397524166647,3.6,OPEN,FALSE,87.6,7.3,0,0,125000,5,2987,0,eui-7076ff0056070bb4,unknown,0,0,0,0,-119,0,2025-05-18T04:09:57.229Z,7,-2.2,0
s31lb,1747542597330876986,3.6,OPEN,FALSE,88,7.3,0,0,125000,1,2988,0,eui-00007076ff031358,eui-7076ff0056070bb4,0,0,0,0,-120,-118,2025-05-18T04:29:57.027Z,7,-6.5,-1.5
s31lb,1747543797122177791,3.594,OPEN,FALSE,86.4,7.9,0,0,125000,3,2989,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-18T04:49:56.826Z,7,9.2,-1.8
s31lb,1747544996919675934,3.6,OPEN,FALSE,85,8.8,0,0,125000,7,2990,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-119,2025-05-18T05:09:56.623Z,7,7.8,-7
s31lb,1747546196714311156,3.6,OPEN,FALSE,82.2,10,0,0,125000,1,2991,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-18T05:29:56.420Z,7,8.8,0
s31lb,1747547396506768629,3.6,OPEN,FALSE,78.8,12,0,0,125000,5,2992,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-18T05:49:56.216Z,7,10,-4.5
s31lb,1747548596299657125,3.606,OPEN,FALSE,76.6,12.1,0,0,125000,6,2993,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-100,2025-05-18T06:09:56.009Z,7,-2,10
s31lb,1747549796099875377,3.606,OPEN,FALSE,74.3,12.3,0,0,125000,3,2994,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-18T06:29:55.802Z,7,9.2,-2.5
s31lb,1747550995885304623,3.6,OPEN,FALSE,69.6,13,0,0,125000,5,2995,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-18T06:49:55.595Z,7,9.2,-3.8
s31lb,1747552195713040505,3.6,OPEN,FALSE,65.2,13.8,0,0,125000,2,2996,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-102,2025-05-18T07:09:55.387Z,7,-7.5,7.2
s31lb,1747553395489320495,3.606,OPEN,FALSE,63.5,14.1,0,0,125000,2,2997,0,eui-00007076ff031372,unknown,0,0,0,0,-99,0,2025-05-18T07:29:55.179Z,7,7.5,0
s31lb,1747554595254010678,3.606,OPEN,FALSE,62.5,14.9,0,0,125000,7,2998,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-100,-120,2025-05-18T07:49:54.970Z,7,8,-8.2
s31lb,1747555795058408390,3.606,OPEN,FALSE,57.5,15.1,0,0,125000,1,2999,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-116,-101,2025-05-18T08:09:54.761Z,7,-1.5,8.5
s31lb,1747556994852119486,3.606,OPEN,FALSE,54,15.5,0,0,125000,5,3000,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-18T08:29:54.553Z,7,9,1.8
s31lb,1747558194638709611,3.606,OPEN,FALSE,53.6,16,0,0,125000,7,3001,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-116,2025-05-18T08:49:54.343Z,7,7.2,0.2
s31lb,1747559394461166229,3.606,OPEN,FALSE,53,16.3,0,0,125000,3,3002,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-18T09:09:54.133Z,7,8.8,2
s31lb,1747560594222654823,3.606,OPEN,FALSE,54.9,15.4,0,0,125000,4,3003,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-18T09:29:53.925Z,7,8.8,0
s31lb,1747561794023071985,3.606,OPEN,FALSE,52.7,16.3,0,0,125000,2,3004,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-116,2025-05-18T09:49:53.716Z,7,7.2,-0.5
s31lb,1747562993798589791,3.606,OPEN,FALSE,50.1,16.5,0,0,125000,3,3005,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-117,2025-05-18T10:09:53.506Z,7,9,-1.2
s31lb,1747564193580809219,3.606,OPEN,FALSE,49.8,16.3,0,0,125000,0,3006,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-104,-119,2025-05-18T10:29:53.296Z,7,8.5,1.2
s31lb,1747565393380320619,3.606,OPEN,FALSE,47.5,16.9,0,0,125000,0,3007,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-104,2025-05-18T10:49:53.086Z,7,-2,9.8
s31lb,1747566593175877446,3.606,OPEN,FALSE,45.3,17.6,0,0,125000,5,3008,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-18T11:09:52.876Z,7,1.5,9.2
s31lb,1747567792956174179,3.606,OPEN,FALSE,46.4,17.5,0,0,125000,7,3009,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-101,2025-05-18T11:29:52.665Z,7,-0.8,6.5
s31lb,1747568992743832198,3.606,OPEN,FALSE,47.5,16.9,0,0,125000,4,3010,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-122,2025-05-18T11:49:52.455Z,7,9.2,-6.2
s31lb,1747570192541399371,3.606,OPEN,FALSE,48.3,17,0,0,125000,5,3011,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-120,2025-05-18T12:09:52.245Z,7,9.5,-0.8
s31lb,1747571392328021664,3.606,OPEN,FALSE,57.2,17.7,0,0,125000,2,3012,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-96,-119,2025-05-18T12:29:52.036Z,7,7.5,-3.2
s31lb,1747572592134521490,3.606,OPEN,FALSE,58.6,17.1,0,0,125000,2,3013,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-18T12:49:51.825Z,7,7.2,0
s31lb,1747573791899274588,3.606,OPEN,FALSE,58.7,16.7,0,0,125000,7,3014,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-100,-119,2025-05-18T13:09:51.615Z,7,7.2,-5.5
s31lb,1747574991696649232,3.606,OPEN,FALSE,58.7,17.1,0,0,125000,1,3015,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-112,-100,2025-05-18T13:29:51.404Z,7,1.5,9.2
s31lb,1747576191485369043,3.606,OPEN,FALSE,59.3,16.7,0,0,125000,6,3016,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-18T13:49:51.193Z,7,10,0
s31lb,1747577391278455358,3.606,OPEN,FALSE,65.9,15.4,0,0,125000,6,3017,0,eui-00007076ff031372,unknown,0,0,0,0,-97,0,2025-05-18T14:09:50.983Z,7,9,0
s31lb,1747578591058134895,3.606,OPEN,FALSE,65.5,16,0,0,125000,4,3018,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-120,2025-05-18T14:29:50.773Z,7,8.8,-2.2
s31lb,1747579790856383785,3.606,OPEN,FALSE,56.8,17.3,0,0,125000,4,3019,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-99,2025-05-18T14:49:50.563Z,7,-4.5,9
s31lb,1747580990641026893,3.606,OPEN,FALSE,62,16.1,0,0,125000,1,3020,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-98,2025-05-18T15:09:50.353Z,7,0.8,8.5
s31lb,1747582190448957755,3.606,OPEN,FALSE,62.4,16.2,0,0,125000,2,3021,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-18T15:29:50.144Z,7,7.5,0
s31lb,1747583390211633362,3.606,OPEN,FALSE,55,17.1,0,0,125000,0,3022,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-104,-120,2025-05-18T15:49:49.934Z,7,9.8,-5.5
s31lb,1747584590028248189,3.606,OPEN,FALSE,54,17.5,0,0,125000,1,3023,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-99,2025-05-18T16:09:49.723Z,7,0.2,9.5
s31lb,1747585789806782790,3.606,OPEN,FALSE,59.1,16.5,0,0,125000,6,3024,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-18T16:29:49.513Z,7,9.5,0
s31lb,1747586989603361644,3.606,OPEN,FALSE,61.5,16.4,0,0,125000,6,3025,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-99,2025-05-18T16:49:49.307Z,7,-2.5,8.8
s31lb,1747588189388145655,3.606,OPEN,FALSE,53.9,16.9,0,0,125000,3,3026,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-117,2025-05-18T17:09:49.093Z,7,8.5,-0.5
s31lb,1747589389178923989,3.606,OPEN,FALSE,53.9,16.4,0,0,125000,5,3027,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-18T17:29:48.884Z,7,8.5,0
s31lb,1747590588955454631,3.606,OPEN,FALSE,45.3,15.8,0,0,125000,2,3028,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-18T17:49:48.674Z,7,7,0
s31lb,1747591788748842994,3.606,OPEN,FALSE,44.3,15.5,0,0,125000,3,3029,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-116,-100,2025-05-18T18:09:48.465Z,7,0.8,9.2
s31lb,1747592988553889513,3.606,OPEN,FALSE,45.8,15.2,0,0,125000,0,3030,0,eui-7076ff0056070bb4,eui-00007076ff031358,0,0,0,0,-117,-120,2025-05-18T18:29:48.256Z,7,0.5,-6.8
s31lb,1747594188348037942,3.606,OPEN,FALSE,52,14.9,0,0,125000,0,3031,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-104,-120,2025-05-18T18:49:48.047Z,7,8.5,-5.5
s31lb,1747595388130929160,3.606,OPEN,FALSE,50.8,14.7,0,0,125000,6,3032,0,eui-00007076ff031358,eui-00007076ff031372,0,0,0,0,-120,-98,2025-05-18T19:09:47.838Z,7,-7,9
s31lb,1747596587913809797,3.606,OPEN,FALSE,53.3,14.2,0,0,125000,7,3033,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-116,-102,2025-05-18T19:29:47.629Z,7,0,6.8
s31lb,1747597787700604881,3.606,OPEN,FALSE,55.1,13.5,0,0,125000,4,3034,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-118,2025-05-18T19:49:47.420Z,7,10.2,1.2
s31lb,1747598987503451144,3.606,OPEN,FALSE,56.1,13.2,0,0,125000,5,3035,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-99,2025-05-18T20:09:47.213Z,7,0.8,8.5
s31lb,1747600187310461547,3.606,OPEN,FALSE,64.7,12.3,0,0,125000,2,3036,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-18T20:29:47.005Z,7,7.2,0
s31lb,1747601387101600901,3.6,OPEN,FALSE,64.6,11.9,0,0,125000,2,3037,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-18T20:49:46.798Z,7,7.5,0
s31lb,1747602586884032970,3.6,OPEN,FALSE,65.9,11.6,0,0,125000,0,3038,0,eui-7076ff0056070bb4,eui-00007076ff031358,0,0,0,0,-119,-120,2025-05-18T21:09:46.592Z,7,-4.5,-6.2
s31lb,1747603786681720662,3.6,OPEN,FALSE,68.7,11.5,0,0,125000,0,3039,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-104,-120,2025-05-18T21:29:46.386Z,7,9.2,-6.2
s31lb,1747604986485113885,3.6,OPEN,FALSE,68.9,11.6,0,0,125000,5,3040,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-18T21:49:46.180Z,7,-2,10.5
s31lb,1747606186275310415,3.6,OPEN,FALSE,70.7,11.4,0,0,125000,7,3041,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-100,2025-05-18T22:09:45.974Z,7,-5,8
s31lb,1747607386058714714,3.6,OPEN,FALSE,70.7,11.2,0,0,125000,3,3042,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-18T22:29:45.768Z,7,8.2,0
s31lb,1747608585854231203,3.6,OPEN,FALSE,69.4,10.9,0,0,125000,5,3043,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-102,2025-05-18T22:49:45.563Z,7,-2.5,10.2
s31lb,1747609785657599417,3.6,OPEN,FALSE,70.1,10.8,0,0,125000,1,3044,0,eui-00007076ff031358,eui-7076ff0056070bb4,0,0,0,0,-118,-119,2025-05-18T23:09:45.357Z,7,-7.5,-2
s31lb,1747610985447094843,3.6,OPEN,FALSE,71.2,10.4,0,0,125000,3,3045,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-18T23:29:45.151Z,7,9,0
