name,time,gw1
s31lb,1746519172882710752,eui-00007076ff031358
s31lb,1746520372715388013,eui-00007076ff031372
s31lb,1746521572556797429,eui-00007076ff031372
s31lb,1746522772345014394,eui-00007076ff031372
s31lb,1746523972128344054,eui-7076ff0056070bb4
s31lb,1746525171923090773,eui-00007076ff031372
s31lb,1746526371695340231,eui-00007076ff031372
s31lb,1746527571413808145,eui-00007076ff031358
s31lb,1746528771275845079,eui-00007076ff031372
s31lb,1746529971109172741,eui-00007076ff031372
s31lb,1746531170806306416,eui-00007076ff031372
s31lb,1746532370575381586,eui-00007076ff031372
s31lb,1746533570400288505,eui-00007076ff031372
s31lb,1746534770178754137,eui-7076ff0056070bb4
s31lb,1746535969998458874,eui-00007076ff031372
s31lb,1746537169826721395,eui-00007076ff031372
s31lb,1746538369643023706,eui-7076ff0056070bb4
s31lb,1746539569425765398,eui-00007076ff031372
s31lb,1746540769168651191,eui-00007076ff031372
s31lb,1746541968927601437,eui-00007076ff031372
s31lb,1746543168774874982,eui-00007076ff031372
s31lb,1746544368576463850,eui-00007076ff031372
s31lb,1746545568344358685,eui-00007076ff031372
s31lb,1746546768130932463,eui-00007076ff031372
s31lb,1746547967938754469,eui-00007076ff031358
s31lb,1746549167738858627,eui-7076ff0056070bb4
s31lb,1746550367546085066,eui-7076ff0056070bb4
s31lb,1746551567315013356,eui-00007076ff031372
s31lb,1746552767114470020,eui-00007076ff031372
s31lb,1746553966917889887,eui-00007076ff031372
s31lb,1746555166715416656,eui-00007076ff031372
s31lb,1746556366495707392,eui-00007076ff031358
s31lb,1746557566280656394,eui-00007076ff031372
s31lb,1746558766099764131,eui-00007076ff031372
s31lb,1746559965963704519,eui-00007076ff031372
s31lb,1746561165687246854,eui-00007076ff031372
s31lb,1746562365472110924,eui-00007076ff031372
s31lb,1746563565266090650,eui-00007076ff031358
s31lb,1746564765074156255,eui-00007076ff031372
s31lb,1746565964848653283,eui-00007076ff031372
s31lb,1746567164659278998,eui-00007076ff031358
s31lb,1746568364463260185,eui-00007076ff032b3f
s31lb,1746569564233608761,eui-00007076ff032b3f
s31lb,1746570764057905141,eui-00007076ff032b3f
s31lb,1746571963839165236,eui-7076ff0056070bb4
s31lb,1746573163650240403,eui-7076ff0056070bb4
s31lb,1746574363435651916,eui-00007076ff031372
s31lb,1746575563257159110,eui-00007076ff031372
s31lb,1746576763035421596,eui-00007076ff031372
s31lb,1746577962848164401,eui-7076ff0056070bb4
s31lb,1746579162640480504,eui-7076ff0056070bb4
s31lb,1746580362459002814,eui-00007076ff031372
s31lb,1746581562242624159,eui-00007076ff032b3f
s31lb,1746582762040712414,eui-7076ff0056070bb4
s31lb,1746583961855932958,eui-00007076ff031372
s31lb,1746585161650708084,eui-00007076ff031372
s31lb,1746586361460910742,eui-00007076ff031372
s31lb,1746587561254613672,eui-00007076ff031372
s31lb,1746588761048247304,eui-00007076ff031372
s31lb,1746589960847641861,eui-00007076ff031372
s31lb,1746591160667431853,eui-00007076ff032b3f
s31lb,1746592360465714915,eui-7076ff0056070bb4
s31lb,1746593560269674873,eui-00007076ff031372
s31lb,1746594760072586808,eui-00007076ff031372
s31lb,1746595959864927331,eui-7076ff0056070bb4
s31lb,1746597159681378498,eui-00007076ff031372
s31lb,1746598359458942613,eui-00007076ff031372
s31lb,1746599559256689269,eui-00007076ff032b3f
s31lb,1746600759057051484,eui-00007076ff031372
s31lb,1746601958855512376,eui-00007076ff031372
s31lb,1746603158638010256,eui-7076ff0056070bb4
s31lb,1746604358425509307,eui-00007076ff031372
s31lb,1746605558227407022,eui-00007076ff031372
s31lb,1746606758018557268,eui-7076ff0056070bb4
s31lb,1746607957811491415,eui-00007076ff031372
s31lb,1746609157605877606,eui-00007076ff031372
s31lb,1746610357407846132,eui-7076ff0056070bb4
s31lb,1746611557199627597,eui-00007076ff031358
s31lb,1746612756983167612,eui-7076ff0056070bb4
s31lb,1746613956783067763,eui-00007076ff031358
s31lb,1746615156567090762,eui-00007076ff031372
s31lb,1746616356350454808,eui-00007076ff031372
s31lb,1746617556147524506,eui-00007076ff031372
s31lb,1746618755939273489,eui-00007076ff031372
s31lb,1746619955730621714,eui-7076ff0056070bb4
s31lb,1746621155519167194,eui-00007076ff031358
s31lb,1746622355312895035,eui-00007076ff031372
s31lb,1746623555098038506,eui-00007076ff031372
s31lb,1746624754887654829,eui-00007076ff031358
s31lb,1746625954677432301,eui-00007076ff031372
s31lb,1746627154477776846,eui-00007076ff031372
s31lb,1746628354258490777,eui-00007076ff031372
s31lb,1746629554063463834,eui-00007076ff031372
s31lb,1746630753840853941,eui-7076ff0056070bb4
s31lb,1746631953638009140,eui-00007076ff031372
s31lb,1746633153428601843,eui-00007076ff031358
s31lb,1746634353211791032,eui-7076ff0056070bb4
s31lb,1746635553008204134,eui-00007076ff031372
s31lb,1746636752793815623,eui-00007076ff031372
s31lb,1746637952594294118,eui-00007076ff031372
s31lb,1746639152374071510,eui-7076ff0056070bb4
s31lb,1746640352180882395,eui-00007076ff031372
s31lb,1746641551967101422,eui-7076ff0056070bb4
s31lb,1746642751746714029,eui-00007076ff031372
s31lb,1746643951554244782,eui-00007076ff031372
s31lb,1746645151337160366,eui-7076ff0056070bb4
s31lb,1746646351133897724,eui-00007076ff031372
s31lb,1746647550929058807,eui-00007076ff031372
s31lb,1746648750712222792,eui-7076ff0056070bb4
s31lb,1746649950511429537,eui-7076ff0056070bb4
s31lb,1746651150307159878,eui-00007076ff031372
s31lb,1746652350118250448,eui-00007076ff031372
s31lb,1746653549916023216,eui-00007076ff031358
s31lb,1746654749721219714,eui-7076ff0056070bb4
s31lb,1746655949520556932,eui-7076ff0056070bb4
s31lb,1746657149386239556,eui-00007076ff031372
s31lb,1746658349124660345,eui-00007076ff031372
s31lb,1746659548910395579,eui-00007076ff031372
s31lb,1746660748713410067,eui-00007076ff031372
s31lb,1746661948507833954,eui-00007076ff031372
s31lb,1746663148306217984,eui-00007076ff031358
s31lb,1746664348114337545,eui-00007076ff031372
s31lb,1746665547909369390,eui-00007076ff031372
s31lb,1746666747700919323,eui-7076ff0056070bb4
s31lb,1746667947515542103,eui-00007076ff031372
s31lb,1746669147309293566,eui-00007076ff031358
s31lb,1746670347106645226,eui-00007076ff031372
s31lb,1746671546927833555,eui-00007076ff031372
s31lb,1746672746717710261,eui-7076ff0056070bb4
s31lb,1746673946526789425,eui-00007076ff031372
s31lb,1746675146313339269,eui-00007076ff031372
s31lb,1746676346135541516,eui-00007076ff031372
s31lb,1746677545928328646,eui-00007076ff032b3f
s31lb,1746678745753712826,eui-00007076ff031358
s31lb,1746679945615014622,eui-7076ff0056070bb4
s31lb,1746681145325142229,eui-7076ff0056070bb4
s31lb,1746682345148977477,eui-00007076ff031372
s31lb,1746683544955167648,eui-00007076ff031372
s31lb,1746684744709899017,eui-00007076ff031372
s31lb,1746685944518942028,eui-7076ff0056070bb4
s31lb,1746687144317565380,eui-00007076ff031372
s31lb,1746688344098121615,eui-7076ff0056070bb4
s31lb,1746689543894914795,eui-00007076ff031372
s31lb,1746691943486262381,eui-00007076ff031372
s31lb,1746693143274625890,eui-00007076ff031372
s31lb,1746694343077173204,eui-00007076ff031372
s31lb,1746695542866163090,eui-00007076ff031372
s31lb,1746696742648032910,eui-00007076ff031372
s31lb,1746697942447959817,eui-00007076ff031372
s31lb,1746699142240085304,eui-00007076ff031372
s31lb,1746700342035226991,eui-00007076ff031358
s31lb,1746701541809140321,eui-00007076ff031372
s31lb,1746702741619832304,eui-00007076ff031372
s31lb,1746703941388770237,eui-00007076ff031372
s31lb,1746705141181666049,eui-7076ff0056070bb4
s31lb,1746706340995217213,eui-00007076ff031372
s31lb,1746707540766517530,eui-7076ff0056070bb4
s31lb,1746708740573690779,eui-00007076ff031372
s31lb,1746709940349835565,eui-00007076ff031372
s31lb,1746711140149114296,eui-00007076ff031372
s31lb,1746712339936336709,eui-00007076ff031372
s31lb,1746713539739935492,eui-00007076ff031372
s31lb,1746714739533566273,eui-00007076ff031372
s31lb,1746715939297547591,eui-00007076ff031372
s31lb,1746717139090676163,eui-00007076ff031372
s31lb,1746718338898344704,eui-00007076ff031372
s31lb,1746719538683001524,eui-7076ff0056070bb4
s31lb,1746720738465657660,eui-00007076ff031372
s31lb,1746721938264711717,eui-7076ff0056070bb4
s31lb,1746723138068573171,eui-00007076ff031372
s31lb,1746724337859642240,eui-00007076ff031372
s31lb,1746725537649598530,eui-00007076ff031372
s31lb,1746726737428936120,eui-00007076ff031372
s31lb,1746727937235165576,eui-00007076ff031372
s31lb,1746729137006235361,eui-00007076ff031358
s31lb,1746730336812591770,eui-00007076ff031372
s31lb,1746731536599973920,eui-00007076ff031372
s31lb,1746732736404033798,eui-7076ff0056070bb4
s31lb,1746733936198215389,eui-00007076ff031372
s31lb,1746735135996921601,eui-7076ff0056070bb4
s31lb,1746736335796723716,eui-7076ff0056070bb4
s31lb,1746737535596047096,eui-00007076ff031372
s31lb,1746738735378365771,eui-7076ff0056070bb4
s31lb,1746739935178136776,eui-7076ff0056070bb4
s31lb,1746741134978248162,eui-00007076ff031372
s31lb,1746742334784237902,eui-7076ff0056070bb4
s31lb,1746743534574692502,eui-00007076ff031372
s31lb,1746744734392261561,eui-00007076ff031372
s31lb,1746745934174559214,eui-00007076ff031372
s31lb,1746747133970453518,eui-00007076ff031372
s31lb,1746748333767675310,eui-00007076ff031372
s31lb,1746749533571916290,eui-00007076ff031372
s31lb,1746750733369406500,eui-00007076ff031372
s31lb,1746751933169416816,eui-00007076ff031372
s31lb,1746753132964355439,eui-00007076ff031372
s31lb,1746754332779273863,eui-00007076ff031372
s31lb,1746755532576939004,eui-00007076ff031358
s31lb,1746756732374639270,eui-00007076ff031372
s31lb,1746757932200509928,eui-00007076ff031372
s31lb,1746759131985223961,eui-00007076ff031372
s31lb,1746760331776579080,eui-00007076ff031372
s31lb,1746761531590131567,eui-00007076ff031372
s31lb,1746762731382652927,eui-7076ff0056070bb4
s31lb,1746763931221654141,eui-00007076ff031372
s31lb,1746765130997562033,eui-7076ff0056070bb4
s31lb,1746766330791256168,eui-00007076ff031372
s31lb,1746767530598482380,eui-00007076ff031372
s31lb,1746768730388933721,eui-00007076ff031358
s31lb,1746769930248945194,eui-00007076ff031372
s31lb,1746771130001335046,eui-00007076ff031372
s31lb,1746772329795935824,eui-7076ff0056070bb4
s31lb,1746773529568386311,eui-00007076ff031372
s31lb,1746774729367387760,eui-00007076ff031358
s31lb,1746775929167640395,eui-7076ff0056070bb4
s31lb,1746777128949804455,eui-7076ff0056070bb4
s31lb,1746778328753709929,eui-00007076ff031358
s31lb,1746779528541929754,eui-00007076ff031372
s31lb,1746780728329420616,eui-00007076ff031358
s31lb,1746781928435831928,eui-00007076ff031372
s31lb,1746783127918895277,eui-00007076ff031372
s31lb,1746784327705441071,eui-7076ff0056070bb4
s31lb,1746785527494288046,eui-00007076ff031372
s31lb,1746786727278411159,eui-7076ff0056070bb4
s31lb,1746787927088604962,eui-7076ff0056070bb4
s31lb,1746789126880648513,eui-00007076ff031372
s31lb,1746790326649765002,eui-7076ff0056070bb4
s31lb,1746791526443913216,eui-7076ff0056070bb4
s31lb,1746792726222517756,eui-00007076ff031372
s31lb,1746793926035099587,eui-7076ff0056070bb4
s31lb,1746795125832404135,eui-00007076ff031372
s31lb,1746796325639805596,eui-7076ff0056070bb4
s31lb,1746797525448311414,eui-00007076ff031358
s31lb,1746798725197687048,eui-00007076ff031372
s31lb,1746799924971255745,eui-00007076ff031372
s31lb,1746801124768576737,eui-7076ff0056070bb4
s31lb,1746802324553587236,eui-00007076ff031372
s31lb,1746803524353766719,eui-00007076ff031372
s31lb,1746804724159597538,eui-00007076ff031372
s31lb,1746805923940150701,eui-00007076ff031372
s31lb,1746807123746662833,eui-00007076ff031372
s31lb,1746808323524836582,eui-7076ff0056070bb4
s31lb,1746809523324169182,eui-00007076ff031372
s31lb,1746810723112994996,eui-00007076ff031372
s31lb,1746811922912373254,eui-00007076ff031372
s31lb,1746813122699813407,eui-00007076ff031372
s31lb,1746814322495366715,eui-00007076ff031372
s31lb,1746815522287570543,eui-00007076ff031358
s31lb,1746816722102226915,eui-00007076ff031358
s31lb,1746817921871534759,eui-00007076ff031372
s31lb,1746819121674386467,eui-00007076ff031372
s31lb,1746820321471785274,eui-00007076ff031372
s31lb,1746821521279796717,eui-00007076ff031372
s31lb,1746822721064560189,eui-00007076ff031372
s31lb,1746823920875350460,eui-00007076ff031372
s31lb,1746825120659301720,eui-00007076ff031358
s31lb,1746826320440185848,eui-7076ff0056070bb4
s31lb,1746827520241553316,eui-00007076ff031372
s31lb,1746828720039485198,eui-00007076ff031372
s31lb,1746829919829256244,eui-00007076ff031372
s31lb,1746831119633160728,eui-00007076ff031372
s31lb,1746832319439257271,eui-7076ff0056070bb4
s31lb,1746833519227922549,eui-00007076ff031372
s31lb,1746834719028261914,eui-7076ff0056070bb4
s31lb,1746835918831267874,eui-00007076ff031372
s31lb,1746837118644203714,eui-00007076ff031372
s31lb,1746838318435400210,eui-00007076ff031372
s31lb,1746839518243782166,eui-00007076ff031372
s31lb,1746840718027500774,eui-00007076ff031372
s31lb,1746841917810700386,eui-00007076ff031372
s31lb,1746843117628484505,eui-00007076ff031372
s31lb,1746844317435320716,eui-00007076ff031372
s31lb,1746845517236801589,eui-00007076ff031372
s31lb,1746846717040771495,eui-00007076ff031372
s31lb,1746847916824102698,eui-00007076ff031372
s31lb,1746849116621762598,eui-00007076ff031372
s31lb,1746850316443768887,eui-00007076ff031372
s31lb,1746851516226411824,eui-00007076ff031372
s31lb,1746852716039197307,eui-00007076ff031372
s31lb,1746853915828070512,eui-00007076ff031372
