gateway_id,anzahl_verbindungen,durchschnitt_rssi,qualität,lat,lon,entfernung_km
eui-00007076ff030d23,43,-108.7,rot,54.41695022583008,9.526747703552246,0.76
eui-00007076ff032add,35,-118.6,rot,54.40909957885742,9.500897407531738,1.78
